id,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora,pt
1,42653.95790000912,3427.3885999573395,True,0.227727272727272,NA,12,rafiki,friend,0.227727272727272,0
2,47075.175300007686,1867.9950999794528,True,0.218636363636363,NA,25,pipa,barrel,0.218636363636363,0
3,50730.51049996866,1485.2822000393644,True,0.19590909090909,NA,29,roho,soul,0.19590909090909,0
4,53059.41200000234,3048.9414999610744,True,0.4034375,NA,2,ubini,forgery,0.305,0
5,58127.30769999325,4048.068100004457,True,0.268636363636363,NA,20,nanga,anchor,0.268636363636363,0
6,63267.66680000583,2278.0104999546893,True,0.29583806818181796,NA,7,tumbili,monkey,0.22318181818181798,0
7,66981.23269999633,1391.291200008709,True,0.255,NA,16,jani,leaf,0.255,0
8,69263.23119999142,3095.643199980259,True,0.18720880681818103,NA,9,ziwa,lake,0.236818181818181,0
9,72978.92299998784,1201.4182999846525,True,0.24590909090909,NA,32,adui,enemy,0.24590909090909,0
10,75547.4186000065,1825.7322999997996,True,0.18681818181818102,NA,19,sumu,poison,0.18681818181818102,0
11,78522.22410001559,879.1975999483839,True,0.141363636363636,NA,21,yai,egg,0.141363636363636,0
12,80032.4804999982,3109.590500011109,True,0.28681818181818103,NA,23,lawama,blame,0.28681818181818103,0
13,84762.22289999714,5298.711900017224,True,0.2595454545454541,NA,31,nira,yoke,0.25954545454545397,0
14,91047.59289999492,1224.757399992086,True,0.3023366477272721,NA,22,rushwa,bribe,0.277727272727272,0
15,93320.65619999776,inf,True,0.22357244318181804,NA,15,mfupa,bone,0.27318181818181797,0
16,96414.90139998496,1657.481900008861,True,0.132272727272727,NA,4,iktisadi,economy,0.132272727272727,0
17,99817.33859999804,4603.830499981996,True,0.277727272727272,NA,35,talaka,divorce,0.277727272727272,0
18,106000.2969999914,1476.00229998352,True,0.205,NA,37,kaa,crab,0.205,0
19,108405.4099000059,6645.294899994042,True,0.268636363636363,NA,28,bandari,harbor,0.268636363636363,0
20,117158.59720000299,7696.880100003909,True,0.22318181818181798,NA,3,theluji,snow,0.22318181818181798,0
21,125963.76000001328,5521.407799969893,True,0.268636363636363,NA,38,ambo,glue,0.268636363636363,0
22,135652.71960000973,2011.1755999969319,True,0.32307528409090897,NA,8,fumbo,mystery,0.264090909090909,0
23,138957.7580000041,3118.5078999842517,True,0.19629971590909,NA,13,pafu,lung,0.24590909090909,0
24,143211.91589999944,1549.799799977336,True,0.32651988636363594,NA,6,mshoni,tailor,0.291363636363636,0
25,146282.57849998772,4312.1363000245765,True,0.20954545454545398,NA,26,farasi,horse,0.20954545454545398,0
26,151807.69330001203,6276.034299982712,True,0.41639914772727216,NA,5,yamini,oath,0.277727272727272,0
27,159745.39659998845,1315.9129000268877,True,0.30652698863636296,NA,14,paji,forehead,0.268636363636363,0
28,162716.3428000058,3543.08430000674,True,0.326164772727272,NA,1,sala,prayer,0.227727272727272,0
29,167746.47359998198,2268.409700016491,True,0.11409090909090899,NA,30,wingu,cloud,0.11409090909090899,0
30,171196.40169997,inf,True,0.30915482954545404,NA,33,wakili,agent,0.25954545454545397,0
31,182205.66059998237,2461.2459000200033,True,0.055,NA,10,mbwa,dog,0.055,0
32,185501.62140000612,1345.7968999864534,True,0.4603622159090899,NA,27,ladha,flavor,0.29590909090909007,0
33,188116.70790001517,4152.654199977405,True,0.315617897727272,NA,17,jibini,cheese,0.277727272727272,0
34,193411.86759999255,1512.1344000217505,True,0.18681818181818102,NA,11,nyanya,tomato,0.18681818181818102,0
35,196322.43850000668,1857.5077999848872,True,0.22357244318181804,NA,34,sahani,plate,0.27318181818181797,0
36,199182.8979999991,1735.9039000002667,True,0.274318181818181,NA,18,hadithi,story,0.28681818181818103,0
37,202053.08149999473,2149.2764999857172,True,0.268636363636363,NA,36,dalasini,cinnamon,0.268636363636363,0
38,206151.7152999877,1560.1514999871142,True,0.214090909090909,NA,24,rembo,ornament,0.214090909090909,0

39,209172.3961000098,3145.599699986633,True,0.4603622159090899,"rgb(255,28,0)",27,ladha,flavor,0.29590909090909007,1
40,214082.8720999998,4065.8612999832258,True,0.277727272727272,"rgb(198,255,0)",35,talaka,divorce,0.277727272727272,1
41,219223.46099995775,1925.3312000073493,True,0.326164772727272,"rgb(255,197,0)",1,sala,prayer,0.227727272727272,1
42,222583.3747999859,1363.3809000020847,True,0.205,"rgb(142,255,0)",37,kaa,crab,0.205,1
43,224828.73730000574,2158.1235000048764,True,0.2595454545454541,"rgb(198,255,0)",31,nira,yoke,0.25954545454545397,1
44,227928.36299998453,3799.1966999834403,True,0.255,"rgb(198,255,0)",16,jani,leaf,0.255,1
45,232468.05550000863,1920.3484999598004,True,0.268636363636363,"rgb(198,255,0)",20,nanga,anchor,0.268636363636363,1
46,235895.11139999377,1023.9666000124998,True,0.18681818181818102,"rgb(85,255,0)",19,sumu,poison,0.18681818181818102,1
