zeituni,olives,0.2913636363636364
usingizi,sleep,0.28681818181818186
sumu,poison,0.23681818181818193
ladha,flavor,0.34590909090909094
nyanya,tomato,0.23681818181818193
buu,maggot,0.23681818181818193
hadithi,story,0.3368181818181819
ndoo,bucket,0.23681818181818193
jeraha,wound,0.3186363636363637
dalasini,cinnamon,0.3186363636363637
chaza,oyster,0.3140909090909092
maiti,corpse,0.2550000000000001
rushwa,bribe,0.32772727272727276
wingu,cloud,0.16409090909090918
bahasha,envelope,0.3140909090909092
roho,soul,0.24590909090909097
pipa,barrel,0.2686363636363637
inda,spite,0.3186363636363637
pafu,lung,0.295909090909091
godoro,mattress,0.21409090909090922
nanga,anchor,0.3186363636363637
sahani,plate,0.32318181818181824
lozi,almond,0.30954545454545457
pazia,curtain,0.2731818181818183
bandari,harbor,0.3186363636363637
utenzi,poem,0.32318181818181824
kaburi,grave,0.2777272727272728
chura,frog,0.30954545454545457
mbwa,dog,0.1050000000000001
gharika,flood,0.3368181818181819
adhama,honor,0.295909090909091
fahali,bull,0.3413636363636364
lulu,pearl,0.12318181818181828
fununu,rumor,0.2731818181818183
joko,kiln,0.32318181818181824
tabibu,doctor,0.2322727272727273
lango,gate,0.3186363636363637
mshoni,tailor,0.3413636363636364
paji,forehead,0.3186363636363637
mfupa,bone,0.32318181818181824
ziwa,lake,0.28681818181818186
nabii,prophet,0.295909090909091
chakula,food,0.2504545454545455
elimu,science,0.2913636363636364
iktisadi,economy,0.18227272727272736
adui,enemy,0.295909090909091
chimbo,quarry,0.3368181818181819
ubini,forgery,0.3550000000000001
vumbi,dust,0.3140909090909092
punda,donkey,0.28681818181818186
tumbili,monkey,0.2731818181818183
kaputula,shorts,0.28681818181818186
wasaa,leisure,0.2731818181818183
yai,egg,0.1913636363636365
lawama,blame,0.3368181818181819
samadi,manure,0.295909090909091
jibini,cheese,0.32772727272727276
leso,scarf,0.25954545454545463
nafaka,corn,0.3368181818181819
rafiki,friend,0.2777272727272728
gutu,stump,0.3368181818181819
pombe,beer,0.2095454545454546
jani,leaf,0.30500000000000005
fagio,broom,0.22772727272727278
ankra,invoice,0.3368181818181819
talaka,divorce,0.32772727272727276
chama,society,0.30500000000000005
wakili,agent,0.30954545454545457
handaki,trench,0.32318181818181824
pamba,cotton,0.295909090909091
kaa,crab,0.2550000000000001
tajiri,merchant,0.32772727272727276
kasuku,parrot,0.32772727272727276
farasi,horse,0.25954545454545463
kamba,rope,0.3368181818181819
hariri,silk,0.26409090909090915
duara,wheel,0.32318181818181824
sanda,shroud,0.32318181818181824
mashua,boat,0.28681818181818186
fumbo,mystery,0.3140909090909092
goti,knee,0.1913636363636365
ruba,leech,0.3413636363636364
adha,trouble,0.32772727272727276
embe,mango,0.295909090909091
vuke,steam,0.2731818181818183
bustani,garden,0.295909090909091
baharia,sailor,0.30500000000000005
yamini,oath,0.32772727272727276
desturi,custom,0.32318181818181824
ambo,glue,0.3186363636363637
dafina,treasure,0.295909090909091
hamira,yeast,0.3140909090909092
nira,yoke,0.30954545454545457
sala,prayer,0.2777272727272728
rembo,ornament,0.26409090909090915
theluji,snow,0.2731818181818183
yatima,orphan,0.30954545454545457
zabibu,grapes,0.3186363636363637
zulia,carpet,0.26409090909090915
malkia,queen,0.26409090909090915
